filenumber,title,authors,keyword1,keyword2,keyword3,keyword4,keyword5,X,Y,cluster,cluster top keyword 1,cluster top keyword 2,cluster top keyword 3,cluster top keyword 4,cluster top keyword 5
127,Trend-Centric Motion Visualization: Designing and Applying a New Strategy for Analyzing Scientific Motion Collections,"Schroeder, D.;Korsakov, F.;Knipe, C.M.-P.;Thorson, L.;Ellingson, A.M.;Nuckley, D.;Carlis, J.;Keefe, D.F.",2,6,5,9,1,12.693411,19.097486,2,design,tool,analyt,user,inform
128,Curve Boxplot: Generalization of Boxplot for Ensembles of Curves,"Mirzargar, M.;Whitaker, R.T.;Kirby, R.M.",9,7,8,6,5,25.402701,10.76129,9,model,simul,interact,base,view
129,Volume-Preserving Mapping and Registration for Collective Data Visualization,"Jiaxi Hu;Zou, G.J.;Jing Hua",1,8,7,3,2,-38.711026,-66.944712,1,volum,render,imag,base,techniqu
130,Fixed-Rate Compressed Floating-Point Arrays,"Lindstrom, P.",1,7,8,2,5,-25.725259,-25.633157,1,volum,render,imag,base,techniqu
131,Decomposition and Simplification of Multivariate Data using Pareto Sets,"Huettenberger, L.;Heine, C.;Garth, C.",4,6,8,7,5,-53.913162,8.666568,4,graph,network,node,layout,edg
132,Multi-Charts for Comparative 3D Ensemble Visualization,"Demir, I.;Dick, C.;Westermann, R.",5,1,6,8,3,-33.649118,31.13185,5,interact,user,explor,method,view
133,Stent Maps - Comparative Visualization for the Prediction of Adverse Events of Transcatheter Aortic Valve Implantations,"Born, S.;Sundermann, S.H.;Russ, C.;Hopf, R.;Ruiz, C.E.;Falk, V.;Gessat, M.",3,7,5,6,8,9.875451,-20.364794,3,inform,displai,map,space,color
134,A Deeper Understanding of Sequence in Narrative Visualization,"Hullman, J.;Drucker, S.;Riche, N.H.;Bongshin Lee;Fisher, D.;Adar, E.",6,2,10,4,5,-31.920644,3.279807,6,set,techniqu,larg,present,task
135,A Design Space of Visualization Tasks,"Schulz, H.;Nocke, T.;Heitzler, M.;Schumann, H.",2,9,3,1,4,10.677388,11.962308,2,design,tool,analyt,user,inform
136,A Lightweight Tangible 3D Interface for Interactive Visualization of Thin fiber Structures,"Jackson, B.;Tung Yuen Lau;Schroeder, D.;Toussaint, K.C.;Keefe, D.F.",10,5,1,8,2,8.101883,51.381969,10,system,interact,user,inform,explor
137,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,"Kehrer, J.;Piringer, H.;Berger, W.;Groller, E.",3,9,6,4,8,-0.380382,-14.619169,3,inform,displai,map,space,color
138,A Multi-Criteria Approach to Camera Motion Design for Volume Data Animation,Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma,1,10,2,3,4,-39.988283,-58.969344,1,volum,render,imag,base,techniqu
139,A Multi-Level Typology of Abstract Visualization Tasks,"Brehmer, M.;Munzner, T.",2,10,6,4,3,1.023211,24.979634,2,design,tool,analyt,user,inform
140,A Partition-Based Framework for Building and Validating Regression Models,"Muhlbacher, T.;Piringer, H.",9,5,6,8,1,32.830484,-6.78887,9,model,simul,interact,base,view
141,A Systematic Review on the Practice of Evaluating Visualization,"Isenberg, T.;Isenberg, P.;Jian Chen;Sedlmair, M.;Moller, T.",2,3,7,4,5,3.548964,5.513459,2,design,tool,analyt,user,inform
142,Acuity-Driven Gigapixel Visualization,"Papadopoulos, C.;Kaufman, A.",1,3,2,5,4,-28.692063,-42.5577,1,volum,render,imag,base,techniqu
143,Adaptive Refinement of the Flow Map Using Sparse Samples,"Barakat, S.S.;Tricoche, X.",8,6,7,3,9,70.996377,15.396578,8,field,flow,vector,method,tensor
144,Ambient Volume Scattering,"Ament, M.;Sadlo, F.;Weiskopf, D.",1,6,8,2,3,-43.388404,-49.729299,1,volum,render,imag,base,techniqu
145,An Empirically-Derived Taxonomy of Interaction Primitives for Interactive Cartography and Geovisualization,"Roth, R.E.",10,5,2,3,1,-0.456856,54.162513,10,system,interact,user,inform,explor
146,An Exploration Framework to Identify and Track Movement of Cloud Systems,"Doraiswamy, H.;Natarajan, V.;Nanjundiah, R.S.",10,5,3,1,2,15.257409,58.898101,10,system,interact,user,inform,explor
147,An Extensible Framework for Provenance in Human Terrain Visual Analytics,"Walker, R.;Slingsby, A.;Dykes, J.;Kai Xu;Wood, J.;Nguyen, P.H.;Stephens, D.;Wong, B.L.W.;Yongjun Zheng",2,9,10,6,8,-7.007883,28.83467,2,design,tool,analyt,user,inform
148,An Information-Aware Framework for Exploring Multivariate Data Sets,"Biswas, A.;Dutta, S.;Han-Wei Shen;Woodring, J.",3,5,6,9,4,12.910188,-5.570114,3,inform,displai,map,space,color
149,An Interaction Model for Visualizations Beyond The Desktop,"Jansen, Y.;Dragicevic, P.",9,10,3,1,2,41.42261,2.276688,9,model,simul,interact,base,view
150,Area-Preservation Mapping using Optimal Mass Transport,"Xin Zhao;Zhengyu Su;Gu, X.;Kaufman, A.;Jian Sun;Jie Gao;Feng Luo",7,3,5,8,1,21.694418,-28.056366,7,surfac,method,mesh,algorithm,model
151,Automatic Layout of Structured Hierarchical Reports,"Bakke, E.;Karger, D.R.;Miller, R.C.",4,2,5,10,6,-52.200536,-0.242878,4,graph,network,node,layout,edg
152,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,"Gosink, L.;Bensema, K.;Pulsipher, T.;Obermaier, H.;Henry, M.;Childs, H.;Joy, K.I.",9,3,2,8,6,35.775929,2.449659,9,model,simul,interact,base,view
153,Colon Flattening Using Heat Diffusion Riemannian Metric,"Gurijala, K.C.;Rui Shi;Wei Zeng;Xianfeng Gu;Kaufman, A.",7,8,1,2,3,28.209621,-38.593769,7,surfac,method,mesh,algorithm,model
154,Common Angle Plots as Perception-True Visualizations of Categorical Associations,"Hofmann, H.;Vendettuoli, M.",3,2,6,8,1,-5.640451,-11.883353,3,inform,displai,map,space,color
155,Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles,"Hummel, M.;Obermaier, H.;Garth, C.;Joy, K.I.",8,9,6,2,1,71.769952,-0.510578,8,field,flow,vector,method,tensor
156,ConnectomeExplorer: Query-Guided Visual Analysis of Large Volumetric Neuroscience Data,"Beyer, J.;Al-Awami, A.;Kasthuri, N.;Lichtman, J.;Pfister, H.;Hadwiger, M.",10,1,6,5,2,6.682259,66.352184,10,system,interact,user,inform,explor
157,Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,"Whitaker, R.T.;Mirzargar, M.;Kirby, R.M.",6,9,8,7,1,24.878737,11.092723,6,set,techniqu,larg,present,task
158,Coupled Ensemble Flow Line Advection and Analysis,Hanqi Guo;Xiaoru Yuan;Jian Huang;Xiaomin Zhu,8,9,10,1,2,72.134458,-0.818112,8,field,flow,vector,method,tensor
159,Creative User-Centered Visualization Design for Energy Analysts and Modelers,"Goodwin, S.;Dykes, J.;Jones, S.;Dillingham, I.;Dove, G.;Duffy, A.;Kachkaev, A.;Slingsby, A.;Wood, J.",2,6,9,1,3,13.844591,16.536461,2,design,tool,analyt,user,inform
160,Decision Exploration Lab: A Visual Analytics Solution for Decision Management,"Broeksema, B.;Baudel, T.;Telea, A.;Crisafulli, P.",9,2,10,1,3,40.444616,7.010048,9,model,simul,interact,base,view
161,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,"Coffey, D.;Chi-Lun Lin;Erdman, A.G.;Keefe, D.F.",2,9,8,1,3,14.987773,15.318785,2,design,tool,analyt,user,inform
162,Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,"Thomas, D.M.;Natarajan, V.",8,4,2,7,1,72.33363,-9.254441,8,field,flow,vector,method,tensor
163,DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation,"Rufiange, S.;McGuffin, M.J.",4,6,3,1,2,-61.502122,-7.066274,4,graph,network,node,layout,edg
164,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,5,4,1,2,3,-44.062084,47.990807,5,interact,user,explor,method,view
165,Edge Compression Techniques for Visualization of Dense Directed Graphs,"Dwyer, T.;Riche, N.H.;Marriott, K.;Mears, C.",4,6,1,2,3,-62.433043,-7.830837,4,graph,network,node,layout,edg
166,Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform,Teng-Yok Lee;Han-Wei Shen,7,6,8,1,5,13.619348,-32.002712,7,surfac,method,mesh,algorithm,model
167,Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices,"Sedlmair, M.;Munzner, T.;Tory, M.",6,5,9,1,2,-19.247218,6.000532,6,set,techniqu,larg,present,task
168,Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets,"Lex, A.;Partl, C.;Kalkofen, D.;Streit, M.;Gratzl, S.;Wassermann, A.M.;Schmalstieg, D.;Pfister, H.",6,3,4,2,5,-28.046639,5.633586,6,set,techniqu,larg,present,task
169,Evaluation of filesystem Provenance Visualization Tools,"Borkin, M.;Yeh, C.S.;Boyd, M.;Macko, P.;Gajos, K.;Seltzer, M.;Pfister, H.",4,5,2,6,7,-64.240494,2.401809,4,graph,network,node,layout,edg
170,Evaluation of Static and Dynamic Visualization Training Approaches for Users with Different Spatial Abilities,"Froese, M.-E.;Tory, M.;Evans, G.-W.;Shrikhande, K.",3,2,6,4,10,-2.631231,-3.331728,3,inform,displai,map,space,color
171,Explainers: Expert Explorations with Crafted Projections,"Gleicher, M.",5,6,2,9,1,-37.428548,42.052093,5,interact,user,explor,method,view
172,Fast Blending Scheme for Molecular Surface Representation,"Parulek, J.;Brambilla, A.",7,9,1,2,3,21.16378,-47.377997,7,surfac,method,mesh,algorithm,model
173,Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,"Ehlke, M.;Ramm, H.;Lamecker, H.;Hege, H.-C.;Zachow, S.",1,7,3,8,5,-9.329979,-52.297729,1,volum,render,imag,base,techniqu
174,GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data,"Im, J.-F.;McGuffin, M.J.;Leung, R.",5,6,3,1,2,-39.521173,48.173847,5,interact,user,explor,method,view
175,GRACE: A Visual Comparison Framework for Integrated Spatial and Non-Spatial Geriatric Data,"Maries, A.;Mays, N.;Hunt, M.O.;Wong, K.F.;Layton, W.;Boudreau, R.;Rosano, C.;Marai, G.E.",2,5,1,9,3,8.883026,14.93366,2,design,tool,analyt,user,inform
176,HierarchicalTopics: Visually Exploring Large Text Collections Using Topic Hierarchies,"Wenwen Dou;Li Yu;Xiaoyu Wang;Zhiqiang Ma;Ribarsky, W.",5,10,9,6,2,-15.589344,35.936732,5,interact,user,explor,method,view
177,Hybrid-Image Visualization for Large Viewing Environments,"Isenberg, P.;Dragicevic, P.;Willett, W.;Bezerianos, A.;Fekete, J.",3,1,2,6,5,-6.950436,-14.473431,3,inform,displai,map,space,color
178,Identifying Redundancy and Exposing Provenance in Crowdsourced Data Analysis,"Willett, W.;Ginosar, S.;Steinitz, A.;Hartmann, B.;Agrawala, M.",5,6,10,3,1,-31.609102,46.619917,5,interact,user,explor,method,view
179,Information Visualization and Proxemics: Design Opportunities and Empirical findings,"Jakobsen, M.R.;Sahlemariam Haile, Y.;Knudsen, S.;Hornbaek, K.",3,5,2,10,1,-7.125287,-11.22873,3,inform,displai,map,space,color
180,Interactive Exploration of Implicit and Explicit Relations in Faceted Datasets,"Jian Zhao;Collins, C.;Chevalier, F.;Balakrishnan, R.",5,6,1,2,3,-33.989573,49.756778,5,interact,user,explor,method,view
181,Interactive Exploration of Surveillance Video through Action Shot Summarization and Trajectory Visualization,"Meghdadi, A.H.;Irani, P.",10,5,2,1,3,7.857249,54.281905,10,system,interact,user,inform,explor
182,Interactive Patient-Specific Vascular Modeling with Sweep Surfaces,"Kretschmer, J.;Godenschwager, C.;Preim, B.;Stamminger, M.",9,7,8,10,1,41.49218,-1.636939,9,model,simul,interact,base,view
183,"Interactive Visualizations on Large and Small Displays: The Interrelation of Display Size, Information Space, and Scale","Jakobsen, M.R.;Hornbaek, K.",3,1,2,4,5,2.898406,-23.716764,3,inform,displai,map,space,color
184,Lighting Design for Globally Illuminated Volume Rendering,Yubo Zhang;Kwan-Liu Ma,1,2,10,3,4,-40.231451,-63.174734,1,volum,render,imag,base,techniqu
185,LineUp: Visual Analysis of Multi-Attribute Rankings,"Gratzl, S.;Lex, A.;Gehlenborg, N.;Pfister, H.;Streit, M.",5,6,4,1,2,-36.168585,47.743267,5,interact,user,explor,method,view
186,ManyVis: Multiple Applications in an Integrated Visualization Environment,"Rungta, A.;Summa, B.;Demir, D.;Bremer, P.-T.;Pascucci, V.",2,10,9,8,7,18.383521,35.81853,2,design,tool,analyt,user,inform
187,MObjects--A Novel Method for the Visualization and Interactive Exploration of Defects in Industrial XCT Data,"Reh, A.;Gusenbauer, C.;Kastner, J.;Groller, E.;Heinzl, C.",5,1,6,8,7,-29.317081,26.339175,5,interact,user,explor,method,view
188,MotionExplorer: Exploratory Search in Human Motion Capture Data Based on Hierarchical Aggregation,"Bernard, J.;Wilhelm, N.;Kruger, B.;May, T.;Schreck, T.;Kohlhammer, J.",10,2,8,5,6,8.598382,54.302515,10,system,interact,user,inform,explor
189,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,"Lins, L.;Klosowski, J.T.;Scheidegger, C.E.",5,6,4,7,1,-37.550228,53.244748,5,interact,user,explor,method,view
190,Noise-Based Volume Rendering for the Visualization of Multivariate Volumetric Data,"Khlebnikov, R.;Kainz, B.;Steinberger, M.;Schmalstieg, D.",1,5,3,6,8,-40.42047,-46.548809,1,volum,render,imag,base,techniqu
191,Open-Box Spectral Clustering: Applications to Medical Image Analysis,"Schultz, T.;Kindlmann, G.",5,10,6,4,1,-48.727079,38.893745,5,interact,user,explor,method,view
192,Orthographic Star Coordinates,"Lehmann, D.J.;Theisel, H.",6,5,3,9,7,-21.354284,-3.743513,6,set,techniqu,larg,present,task
193,Perception of Average Value in Multiclass Scatterplots,"Gleicher, M.;Correll, M.;Nothelfer, C.;Franconeri, S.",6,2,10,1,3,-35.160474,-8.957304,6,set,techniqu,larg,present,task
194,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,"Alsallakh, B.;Aigner, W.;Miksch, S.;Hauser, H.",6,1,2,3,4,-39.007443,-8.837323,6,set,techniqu,larg,present,task
195,ScatterBlogs2: Real-Time Monitoring of Microblog Messages through User-Guided filtering,"Bosch, H.;Thom, D.;Heimerl, F.;Puttmann, E.;Koch, S.;Kruger, R.;Worner, M.;Ertl, T.",5,10,2,1,8,-22.506815,41.28874,5,interact,user,explor,method,view
196,Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation,"Fink, M.;Haunert, J.-H.;Spoerhase, J.;Wolff, A.",6,7,5,4,8,-27.341554,-9.326814,6,set,techniqu,larg,present,task
197,Semantics of Directly Manipulating Spatializations,"Xinran Hu;Bradel, L.;Maiti, D.;House, L.;North, C.;Leman, S.",5,10,7,9,8,-16.753266,53.323692,5,interact,user,explor,method,view
198,Semi-Automatic Vortex Extraction in 4D PC-MRI Cardiac Blood Flow Data using Line Predicates,"Kohler, B.;Gasteiger, R.;Preim, U.;Theisel, H.;Gutberlet, M.;Preim, B.",8,2,5,10,3,70.735273,10.484277,8,field,flow,vector,method,tensor
199,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,"Bing Wang;Ruchikachorn, P.;Mueller, K.",5,7,2,1,3,-41.731846,42.077139,5,interact,user,explor,method,view
200,SketchStory: Telling More Engaging Stories with Data through Freeform Sketching,"Bongshin Lee;Kazi, R.H.;Smith, G.",10,6,5,7,2,15.936695,38.948811,10,system,interact,user,inform,explor
201,SoccerStories: A Kick-off for Visual Soccer Analysis,"Perin, C.;Vuillemot, R.;Fekete, J.",2,10,6,5,1,4.870742,19.877514,2,design,tool,analyt,user,inform
202,Space Transformation for Understanding Group Movement,"Andrienko, N.;Andrienko, G.;Barrett, L.;Dostie, M.;Henzi, P.",5,3,4,6,9,-39.974122,34.289882,5,interact,user,explor,method,view
203,Space-Time Visual Analytics of Eye-Tracking Data for Dynamic Stimuli,"Kurzhals, K.;Weiskopf, D.",5,3,2,10,8,-41.058234,34.380928,5,interact,user,explor,method,view
204,StoryFlow: Tracking the Evolution of Stories,Shixia Liu;Yingcai Wu;Enxun Wei;Mengchen Liu;Yang Liu,5,4,7,6,8,-33.355745,27.62436,5,interact,user,explor,method,view
205,Supporting Awareness through Collaborative Brushing and Linking of Tabular Data,"Hajizadeh, A.H.;Tory, M.;Leung, R.",6,2,5,4,1,-29.955202,2.867004,6,set,techniqu,larg,present,task
206,Supporting the Visual Analysis of Dynamic Networks by Clustering associated Temporal Attributes,"Hadlak, S.;Schumann, H.;Cap, C.H.;Wollenberg, T.",4,5,6,10,1,-60.242398,14.255652,4,graph,network,node,layout,edg
207,Temporal Event Sequence Simplification,"Monroe, M.;Rongjian Lan;Hanseung Lee;Plaisant, C.;Shneiderman, B.",5,3,2,6,1,-38.351891,50.947005,5,interact,user,explor,method,view
208,The Impact of Physical Navigation on Spatial Organization for Sensemaking,"Andrews, C.;North, C.",5,3,6,10,2,-23.454152,48.006413,5,interact,user,explor,method,view
209,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,"Rind, A.;Lammarsch, T.;Aigner, W.;Alsallakh, B.;Miksch, S.",2,9,10,4,7,-6.564097,28.108037,2,design,tool,analyt,user,inform
210,Transformation of an Uncertain Video Search Pipeline to a Sketch-Based Visual Analytics Loop,"Legg, P.A.;Chung, D.H.S.;Parry, M.L.;Bown, R.;Jones, M.;Griffiths, I.W.;Chen, M.",10,9,2,1,3,6.724575,54.6504,10,system,interact,user,inform,explor
211,Uncertainty Quantification in Linear Interpolation for Isosurface Extraction,"Athawale, T.;Entezari, A.",7,9,8,1,6,13.43473,-36.471325,7,surfac,method,mesh,algorithm,model
212,Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization,"Basole, R.C.;Clear, T.;Mengdie Hu;Mehrotra, H.;Stasko, J.",10,2,4,1,3,4.616641,52.947111,10,system,interact,user,inform,explor
213,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,"Chevalier, F.;Vuillemot, R.;Gali, G.",2,3,6,1,4,3.742558,15.063853,2,design,tool,analyt,user,inform
214,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,"Kodagoda, N.;Attfield, S.;Wong, B.L.W.;Rooney, C.;Choudhury, S.",10,2,5,1,3,2.664956,53.329705,10,system,interact,user,inform,explor
215,UTOPIAN: User-Driven Topic Modeling Based on Interactive Nonnegative Matrix Factorization,"Jaegul Choo;Changhyun Lee;Reddy, C.K.;Haesun Park",9,10,5,6,1,43.34376,1.700524,9,model,simul,interact,base,view
216,VAICo: Visual Analysis for Image Comparison,"Schmidt, J.;Groller, E.;Bruckner, S.",6,5,1,3,8,-28.934101,-17.875787,6,set,techniqu,larg,present,task
217,Variant View: Visualizing Sequence Variants in their Gene Context,"Ferstay, J.A.;Nielsen, C.B.;Munzner, T.",2,3,4,1,5,3.515433,19.94016,2,design,tool,analyt,user,inform
218,Vessel Visualization using Curved Surface Reformation,"Auzinger, T.;Mistelbauer, G.;Baclija, I.;Schernthaner, R.;Kochl, A.;Wimmer, M.;Groller, E.;Bruckner, S.",7,8,5,2,1,28.834113,-37.212064,7,surfac,method,mesh,algorithm,model
219,Vis4Heritage: Visual Analytics Approach on Grotto Wall Painting Degradations,"Jiawan Zhang;Kai Kang;Dajian Liu;Ye Yuan;Yanli, E.",2,5,6,8,9,-1.111437,28.313928,2,design,tool,analyt,user,inform
220,Visual Analysis of Higher-Order Conjunctive Relationships in Multidimensional Data Using a Hypergraph Query System,"Shadoan, R.;Weaver, C.",5,10,6,4,1,-31.597613,54.210543,5,interact,user,explor,method,view
221,Visual Analysis of Topic Competition on Social Media,"Panpan Xu;Yingcai Wu;Enxun Wei;Tai-Quan Peng;Shixia Liu;Zhu, J.J.H.;Huamin Qu",9,2,3,5,6,22.981884,1.649075,9,model,simul,interact,base,view
222,Visual Analytics for Model Selection in Time Series Analysis,"Bogl, M.;Aigner, W.;Filzmoser, P.;Lammarsch, T.;Miksch, S.;Rind, A.",9,2,10,5,1,42.814649,5.455561,9,model,simul,interact,base,view
223,Visual Analytics for Multimodal Social Network Analysis: A Design Study with Social Scientists,"Ghani, S.;Bum Chul Kwon;Seungyoon Lee;Ji Soo Yi;Elmqvist, N.",2,4,1,3,5,-59.52527,20.349689,2,design,tool,analyt,user,inform
224,Visual Analytics for Spatial Clustering: Using a Heuristic Approach for Guided Exploration,"Packer, E.;Bak, P.;Nikkila, M.;Polishchuk, V.;Ship, H.J.",5,1,2,3,4,-45.534011,35.75549,5,interact,user,explor,method,view
225,Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Chen, M.",2,6,4,7,1,0.79553,15.698756,2,design,tool,analyt,user,inform
226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,"Ferreira, N.;Poco, J.;Vo, H.T.;Freire, J.;Silva, C.T.",9,10,6,5,3,38.433466,5.698325,9,model,simul,interact,base,view
227,Visual Sedimentation,"Huron, S.;Vuillemot, R.;Fekete, J.",2,7,9,1,3,8.24074,13.254107,2,design,tool,analyt,user,inform
228,Visual Traffic Jam Analysis Based on Trajectory Data,"Zuchao Wang;Min Lu;Xiaoru Yuan;Junping Zhang;van de Wetering, H.",10,4,3,9,1,13.939793,48.488873,10,system,interact,user,inform,explor
229,Visualization of Morse Connection Graphs for Topologically Rich 2D Vector fields,"Szymczak, A.;Sipeki, L.",8,4,1,2,3,76.695961,-6.699283,8,field,flow,vector,method,tensor
